Term,RawFrequency,RelativeFrequency,ZScore,ZScoreRatio
egl,1,57.71673,-0.16610305,-1
egsan,1,57.71673,-0.16610305,-1
egsode,1,57.71673,-0.16610305,-1
egstreamum,1,57.71673,-0.16610305,-1
ehtende,1,57.71673,-0.16610305,-1
ehtigað,1,57.71673,-0.16610305,-1
ehton,1,57.71673,-0.16610305,-1
eldo,1,57.71673,-0.16610305,-1
elland,1,57.71673,-0.16610305,-1
ellengæst,1,57.71673,-0.16610305,-1
ellenlice,1,57.71673,-0.16610305,-1
ellenmærðum,1,57.71673,-0.16610305,-1
ellenmærþum,1,57.71673,-0.16610305,-1
ellenrofum,1,57.71673,-0.16610305,-1
ellensiocne,1,57.71673,-0.16610305,-1
ellenweorca,1,57.71673,-0.16610305,-1
ellorgæst,1,57.71673,-0.16610305,-1
ellorgæstas,1,57.71673,-0.16610305,-1
ellorsið,1,57.71673,-0.16610305,-1
elran,1,57.71673,-0.16610305,-1
elþeodige,1,57.71673,-0.16610305,-1
endedogores,1,57.71673,-0.16610305,-1
endelaf,1,57.71673,-0.16610305,-1
endelean,1,57.71673,-0.16610305,-1
endestæf,1,57.71673,-0.16610305,-1
endesæta,1,57.71673,-0.16610305,-1
enge,1,57.71673,-0.16610305,-1
entiscne,1,57.71673,-0.16610305,-1
eoderas,1,57.71673,-0.16610305,-1
eodur,1,57.71673,-0.16610305,-1
eofer,1,57.71673,-0.16610305,-1
eoferas,1,57.71673,-0.16610305,-1
eoferspreotum,1,57.71673,-0.16610305,-1
eofores,1,57.71673,-0.16610305,-1
eoforlic,1,57.71673,-0.16610305,-1
eofoðo,1,57.71673,-0.16610305,-1
eoletes,1,57.71673,-0.16610305,-1
eomer,1,57.71673,-0.16610305,-1
eorclanstanas,1,57.71673,-0.16610305,-1
eoredgeatwe,1,57.71673,-0.16610305,-1
eorlgestreona,1,57.71673,-0.16610305,-1
eorlgewædum,1,57.71673,-0.16610305,-1
eorlic,1,57.71673,-0.16610305,-1
eorlscype,1,57.71673,-0.16610305,-1
eorlweorod,1,57.71673,-0.16610305,-1
eormencynnes,1,57.71673,-0.16610305,-1
eormengrund,1,57.71673,-0.16610305,-1
eormenlafe,1,57.71673,-0.16610305,-1
eormenrices,1,57.71673,-0.16610305,-1
eorres,1,57.71673,-0.16610305,-1
eorðcyninges,1,57.71673,-0.16610305,-1
eorðhuse,1,57.71673,-0.16610305,-1
eorðreced,1,57.71673,-0.16610305,-1
eorðscrafa,1,57.71673,-0.16610305,-1
eorðweard,1,57.71673,-0.16610305,-1
eoten,1,57.71673,-0.16610305,-1
eotenas,1,57.71673,-0.16610305,-1
eotenisc,1,57.71673,-0.16610305,-1
eotonisc,1,57.71673,-0.16610305,-1
eotonweard,1,57.71673,-0.16610305,-1
eoweð,1,57.71673,-0.16610305,-1
eowra,1,57.71673,-0.16610305,-1
eowre,1,57.71673,-0.16610305,-1
este,1,57.71673,-0.16610305,-1
etan,1,57.71673,-0.16610305,-1
eteð,1,57.71673,-0.16610305,-1
etonisc,1,57.71673,-0.16610305,-1
eðbegete,1,57.71673,-0.16610305,-1
eðe,1,57.71673,-0.16610305,-1
eðel,1,57.71673,-0.16610305,-1
eðelriht,1,57.71673,-0.16610305,-1
eþelstolas,1,57.71673,-0.16610305,-1
eþeltyrf,1,57.71673,-0.16610305,-1
eþelweard,1,57.71673,-0.16610305,-1
eþelwearde,1,57.71673,-0.16610305,-1
eþgesyne,1,57.71673,-0.16610305,-1
facenstafas,1,57.71673,-0.16610305,-1
facne,1,57.71673,-0.16610305,-1
fage,1,57.71673,-0.16610305,-1
fagne,1,57.71673,-0.16610305,-1
fagum,1,57.71673,-0.16610305,-1
famigheals,1,57.71673,-0.16610305,-1
famiheals,1,57.71673,-0.16610305,-1
fane,1,57.71673,-0.16610305,-1
farenne,1,57.71673,-0.16610305,-1
fatu,1,57.71673,-0.16610305,-1
feallan,1,57.71673,-0.16610305,-1
fealo,1,57.71673,-0.16610305,-1
fealone,1,57.71673,-0.16610305,-1
feasceafte,1,57.71673,-0.16610305,-1
feaum,1,57.71673,-0.16610305,-1
feaxe,1,57.71673,-0.16610305,-1
fehð,1,57.71673,-0.16610305,-1
felafricgende,1,57.71673,-0.16610305,-1
felageomor,1,57.71673,-0.16610305,-1
felahror,1,57.71673,-0.16610305,-1
felasinnigne,1,57.71673,-0.16610305,-1
fellum,1,57.71673,-0.16610305,-1
fen,1,57.71673,-0.16610305,-1
fenfreoðo,1,57.71673,-0.16610305,-1
fengelad,1,57.71673,-0.16610305,-1
fenhleoðu,1,57.71673,-0.16610305,-1
fenhopu,1,57.71673,-0.16610305,-1
fenne,1,57.71673,-0.16610305,-1
feohgiftum,1,57.71673,-0.16610305,-1
feohgyfte,1,57.71673,-0.16610305,-1
feohgyftum,1,57.71673,-0.16610305,-1
feohleas,1,57.71673,-0.16610305,-1
feol,1,57.71673,-0.16610305,-1
feollon,1,57.71673,-0.16610305,-1
feondgrapum,1,57.71673,-0.16610305,-1
feondscaða,1,57.71673,-0.16610305,-1
feondscipe,1,57.71673,-0.16610305,-1
feorbuend,1,57.71673,-0.16610305,-1
feorcyþðe,1,57.71673,-0.16610305,-1
feorhbennum,1,57.71673,-0.16610305,-1
feorhbonan,1,57.71673,-0.16610305,-1
feorhcynna,1,57.71673,-0.16610305,-1
feorhlastas,1,57.71673,-0.16610305,-1
feorhlege,1,57.71673,-0.16610305,-1
feorhseoc,1,57.71673,-0.16610305,-1
feorhsweng,1,57.71673,-0.16610305,-1
feorhwunde,1,57.71673,-0.16610305,-1
feormendlease,1,57.71673,-0.16610305,-1
feormie,1,57.71673,-0.16610305,-1
feormynd,1,57.71673,-0.16610305,-1
feorr,1,57.71673,-0.16610305,-1
feorrancundum,1,57.71673,-0.16610305,-1
feorwegum,1,57.71673,-0.16610305,-1
feowertyne,1,57.71673,-0.16610305,-1
ferh,1,57.71673,-0.16610305,-1
ferhwearde,1,57.71673,-0.16610305,-1
ferhðe,1,57.71673,-0.16610305,-1
ferhðes,1,57.71673,-0.16610305,-1
ferhðfrecan,1,57.71673,-0.16610305,-1
ferhðgeniðlan,1,57.71673,-0.16610305,-1
ferhðum,1,57.71673,-0.16610305,-1
ferhþum,1,57.71673,-0.16610305,-1
ferigeað,1,57.71673,-0.16610305,-1
fet,1,57.71673,-0.16610305,-1
fetelhilt,1,57.71673,-0.16610305,-1
fetod,1,57.71673,-0.16610305,-1
fexe,1,57.71673,-0.16610305,-1
feðecempa,1,57.71673,-0.16610305,-1
feðegestum,1,57.71673,-0.16610305,-1
feðergearwum,1,57.71673,-0.16610305,-1
feðewiges,1,57.71673,-0.16610305,-1
feþa,1,57.71673,-0.16610305,-1
feþan,1,57.71673,-0.16610305,-1
feþe,1,57.71673,-0.16610305,-1
feþecempa,1,57.71673,-0.16610305,-1
feþelastum,1,57.71673,-0.16610305,-1
fif,1,57.71673,-0.16610305,-1
fife,1,57.71673,-0.16610305,-1
fifelcynnes,1,57.71673,-0.16610305,-1
fiftiges,1,57.71673,-0.16610305,-1
fingra,1,57.71673,-0.16610305,-1
fingrum,1,57.71673,-0.16610305,-1
finna,1,57.71673,-0.16610305,-1
finne,1,57.71673,-0.16610305,-1
fionda,1,57.71673,-0.16610305,-1
firen,1,57.71673,-0.16610305,-1
firgenstream,1,57.71673,-0.16610305,-1
fleat,1,57.71673,-0.16610305,-1
fleogeð,1,57.71673,-0.16610305,-1
fleotan,1,57.71673,-0.16610305,-1
fletræste,1,57.71673,-0.16610305,-1
fletsittende,1,57.71673,-0.16610305,-1
fletsittendum,1,57.71673,-0.16610305,-1
flett,1,57.71673,-0.16610305,-1
flette,1,57.71673,-0.16610305,-1
fletwerod,1,57.71673,-0.16610305,-1
fliht,1,57.71673,-0.16610305,-1
flite,1,57.71673,-0.16610305,-1
flitende,1,57.71673,-0.16610305,-1
flodyþum,1,57.71673,-0.16610305,-1
flor,1,57.71673,-0.16610305,-1
flore,1,57.71673,-0.16610305,-1
flotan,1,57.71673,-0.16610305,-1
flotherge,1,57.71673,-0.16610305,-1
flæsce,1,57.71673,-0.16610305,-1
flæschoman,1,57.71673,-0.16610305,-1
folcagende,1,57.71673,-0.16610305,-1
folccwen,1,57.71673,-0.16610305,-1
folcred,1,57.71673,-0.16610305,-1
folcrihta,1,57.71673,-0.16610305,-1
folcscare,1,57.71673,-0.16610305,-1
folctogan,1,57.71673,-0.16610305,-1
folcwaldan,1,57.71673,-0.16610305,-1
foldbold,1,57.71673,-0.16610305,-1
foldbuend,1,57.71673,-0.16610305,-1
foldbuende,1,57.71673,-0.16610305,-1
foldbuendum,1,57.71673,-0.16610305,-1
foldweg,1,57.71673,-0.16610305,-1
foldwegas,1,57.71673,-0.16610305,-1
folgedon,1,57.71673,-0.16610305,-1
folgode,1,57.71673,-0.16610305,-1
folma,1,57.71673,-0.16610305,-1
fon,1,57.71673,-0.16610305,-1
forberan,1,57.71673,-0.16610305,-1
forbærnan,1,57.71673,-0.16610305,-1
forbærst,1,57.71673,-0.16610305,-1
ford,1,57.71673,-0.16610305,-1
foremihtig,1,57.71673,-0.16610305,-1
foremærost,1,57.71673,-0.16610305,-1
foresnotre,1,57.71673,-0.16610305,-1
foreþanc,1,57.71673,-0.16610305,-1
forfleon,1,57.71673,-0.16610305,-1
forgolden,1,57.71673,-0.16610305,-1
forgrand,1,57.71673,-0.16610305,-1
forgrap,1,57.71673,-0.16610305,-1
forgylde,1,57.71673,-0.16610305,-1
forgymeð,1,57.71673,-0.16610305,-1
forgyteð,1,57.71673,-0.16610305,-1
forhealden,1,57.71673,-0.16610305,-1
forhicge,1,57.71673,-0.16610305,-1
forlacen,1,57.71673,-0.16610305,-1
forleton,1,57.71673,-0.16610305,-1
forloren,1,57.71673,-0.16610305,-1
forlæddan,1,57.71673,-0.16610305,-1
forlætan,1,57.71673,-0.16610305,-1
fornamon,1,57.71673,-0.16610305,-1
foron,1,57.71673,-0.16610305,-1
forscrifen,1,57.71673,-0.16610305,-1
forsended,1,57.71673,-0.16610305,-1
forsiteð,1,57.71673,-0.16610305,-1
forsiðod,1,57.71673,-0.16610305,-1
forstandan,1,57.71673,-0.16610305,-1
forstes,1,57.71673,-0.16610305,-1
forstod,1,57.71673,-0.16610305,-1
forstode,1,57.71673,-0.16610305,-1
forsworceð,1,57.71673,-0.16610305,-1
forsworen,1,57.71673,-0.16610305,-1
forwrat,1,57.71673,-0.16610305,-1
forwrecan,1,57.71673,-0.16610305,-1
forwræc,1,57.71673,-0.16610305,-1
forwurpe,1,57.71673,-0.16610305,-1
forwyrnde,1,57.71673,-0.16610305,-1
forwyrne,1,57.71673,-0.16610305,-1
forðgesceaft,1,57.71673,-0.16610305,-1
forðgewitenum,1,57.71673,-0.16610305,-1
forðweg,1,57.71673,-0.16610305,-1
forþon,1,57.71673,-0.16610305,-1
forþringan,1,57.71673,-0.16610305,-1
fotes,1,57.71673,-0.16610305,-1
fotgemearces,1,57.71673,-0.16610305,-1
fotlast,1,57.71673,-0.16610305,-1
fracod,1,57.71673,-0.16610305,-1
francna,1,57.71673,-0.16610305,-1
frea,1,57.71673,-0.16610305,-1
freadrihtnes,1,57.71673,-0.16610305,-1
freaware,1,57.71673,-0.16610305,-1
freawrasnum,1,57.71673,-0.16610305,-1
freca,1,57.71673,-0.16610305,-1
frecnan,1,57.71673,-0.16610305,-1
fremde,1,57.71673,-0.16610305,-1
fremeð,1,57.71673,-0.16610305,-1
fremmað,1,57.71673,-0.16610305,-1
fremme,1,57.71673,-0.16610305,-1
fremu,1,57.71673,-0.16610305,-1
freoburh,1,57.71673,-0.16610305,-1
freodrihten,1,57.71673,-0.16610305,-1
freodryhtne,1,57.71673,-0.16610305,-1
freogan,1,57.71673,-0.16610305,-1
freoge,1,57.71673,-0.16610305,-1
freolic,1,57.71673,-0.16610305,-1
freolicu,1,57.71673,-0.16610305,-1
freondlarum,1,57.71673,-0.16610305,-1
freondlaþu,1,57.71673,-0.16610305,-1
freondlicor,1,57.71673,-0.16610305,-1
freondscipe,1,57.71673,-0.16610305,-1
freowine,1,57.71673,-0.16610305,-1
freoðo,1,57.71673,-0.16610305,-1
freoðoburh,1,57.71673,-0.16610305,-1
freoðowong,1,57.71673,-0.16610305,-1
freoðuwebbe,1,57.71673,-0.16610305,-1
frescyninge,1,57.71673,-0.16610305,-1
fresena,1,57.71673,-0.16610305,-1
freslondum,1,57.71673,-0.16610305,-1
fresna,1,57.71673,-0.16610305,-1
freswæle,1,57.71673,-0.16610305,-1
fricgcean,1,57.71673,-0.16610305,-1
friclan,1,57.71673,-0.16610305,-1
frin,1,57.71673,-0.16610305,-1
frinan,1,57.71673,-0.16610305,-1
frioðowære,1,57.71673,-0.16610305,-1
frioðuwære,1,57.71673,-0.16610305,-1
friðusibb,1,57.71673,-0.16610305,-1
froda,1,57.71673,-0.16610305,-1
frode,1,57.71673,-0.16610305,-1
fromum,1,57.71673,-0.16610305,-1
froncum,1,57.71673,-0.16610305,-1
fruma,1,57.71673,-0.16610305,-1
frumcyn,1,57.71673,-0.16610305,-1
frumgare,1,57.71673,-0.16610305,-1
frumsceaft,1,57.71673,-0.16610305,-1
frumsceafte,1,57.71673,-0.16610305,-1
frysland,1,57.71673,-0.16610305,-1
frysna,1,57.71673,-0.16610305,-1
fræt,1,57.71673,-0.16610305,-1
frætewum,1,57.71673,-0.16610305,-1
frætwan,1,57.71673,-0.16610305,-1
fugle,1,57.71673,-0.16610305,-1
fuglum,1,57.71673,-0.16610305,-1
fulle,1,57.71673,-0.16610305,-1
fulleode,1,57.71673,-0.16610305,-1
fullæstu,1,57.71673,-0.16610305,-1
funden,1,57.71673,-0.16610305,-1
fundiaþ,1,57.71673,-0.16610305,-1
fundode,1,57.71673,-0.16610305,-1
fundon,1,57.71673,-0.16610305,-1
furþum,1,57.71673,-0.16610305,-1
fuse,1,57.71673,-0.16610305,-1
fuslicu,1,57.71673,-0.16610305,-1
fyftyne,1,57.71673,-0.16610305,-1
fyll,1,57.71673,-0.16610305,-1
fylwerigne,1,57.71673,-0.16610305,-1
fyra,1,57.71673,-0.16610305,-1
fyrbendum,1,57.71673,-0.16610305,-1
fyrdgesteallum,1,57.71673,-0.16610305,-1
fyrdhom,1,57.71673,-0.16610305,-1
fyrdhrægl,1,57.71673,-0.16610305,-1
fyrdleoð,1,57.71673,-0.16610305,-1
fyrdraca,1,57.71673,-0.16610305,-1
fyrdsearo,1,57.71673,-0.16610305,-1
fyrdsearu,1,57.71673,-0.16610305,-1
fyrdwyrðe,1,57.71673,-0.16610305,-1
fyredon,1,57.71673,-0.16610305,-1
fyren,1,57.71673,-0.16610305,-1
fyrendæda,1,57.71673,-0.16610305,-1
fyrendædum,1,57.71673,-0.16610305,-1
fyrenðearfe,1,57.71673,-0.16610305,-1
fyrgenbeamas,1,57.71673,-0.16610305,-1
fyrgenholt,1,57.71673,-0.16610305,-1
fyrgenstream,1,57.71673,-0.16610305,-1
fyrheard,1,57.71673,-0.16610305,-1
fyrleoht,1,57.71673,-0.16610305,-1
fyrmest,1,57.71673,-0.16610305,-1
fyrndagum,1,57.71673,-0.16610305,-1
fyrngeweorc,1,57.71673,-0.16610305,-1
fyrngewinnes,1,57.71673,-0.16610305,-1
fyrnmanna,1,57.71673,-0.16610305,-1
fyrnwitan,1,57.71673,-0.16610305,-1
fyrwylmum,1,57.71673,-0.16610305,-1
fyrwyt,1,57.71673,-0.16610305,-1
fæc,1,57.71673,-0.16610305,-1
fædde,1,57.71673,-0.16610305,-1
fæderenmæge,1,57.71673,-0.16610305,-1
fæderæþelum,1,57.71673,-0.16610305,-1
fæges,1,57.71673,-0.16610305,-1
fæghðe,1,57.71673,-0.16610305,-1
fæhða,1,57.71673,-0.16610305,-1
fælsian,1,57.71673,-0.16610305,-1
fælsode,1,57.71673,-0.16610305,-1
færgripe,1,57.71673,-0.16610305,-1
færgripum,1,57.71673,-0.16610305,-1
færgryrum,1,57.71673,-0.16610305,-1
færniða,1,57.71673,-0.16610305,-1
fæstne,1,57.71673,-0.16610305,-1
fæstor,1,57.71673,-0.16610305,-1
fæstrædne,1,57.71673,-0.16610305,-1
fætedhleore,1,57.71673,-0.16610305,-1
fætgold,1,57.71673,-0.16610305,-1
fætte,1,57.71673,-0.16610305,-1
fættum,1,57.71673,-0.16610305,-1
fætum,1,57.71673,-0.16610305,-1
fæðm,1,57.71673,-0.16610305,-1
fæðmian,1,57.71673,-0.16610305,-1
fæðmie,1,57.71673,-0.16610305,-1
fæðmum,1,57.71673,-0.16610305,-1
fæþmum,1,57.71673,-0.16610305,-1
galdre,1,57.71673,-0.16610305,-1
galgan,1,57.71673,-0.16610305,-1
galgmod,1,57.71673,-0.16610305,-1
galgtreowum,1,57.71673,-0.16610305,-1
gamela,1,57.71673,-0.16610305,-1
gamelum,1,57.71673,-0.16610305,-1
gamene,1,57.71673,-0.16610305,-1
gamolfeax,1,57.71673,-0.16610305,-1
gange,1,57.71673,-0.16610305,-1
ganges,1,57.71673,-0.16610305,-1
ganotes,1,57.71673,-0.16610305,-1
garas,1,57.71673,-0.16610305,-1
garcene,1,57.71673,-0.16610305,-1
garcwealm,1,57.71673,-0.16610305,-1
gardena,1,57.71673,-0.16610305,-1
gares,1,57.71673,-0.16610305,-1
garholt,1,57.71673,-0.16610305,-1
garmundes,1,57.71673,-0.16610305,-1
garwigend,1,57.71673,-0.16610305,-1
gast,1,57.71673,-0.16610305,-1
gasta,1,57.71673,-0.16610305,-1
gastbona,1,57.71673,-0.16610305,-1
geafon,1,57.71673,-0.16610305,-1
geahsod,1,57.71673,-0.16610305,-1
gealdor,1,57.71673,-0.16610305,-1
gealp,1,57.71673,-0.16610305,-1
geap,1,57.71673,-0.16610305,-1
geapne,1,57.71673,-0.16610305,-1
gear,1,57.71673,-0.16610305,-1
geardas,1,57.71673,-0.16610305,-1
gearofolm,1,57.71673,-0.16610305,-1
gearu,1,57.71673,-0.16610305,-1
gearwor,1,57.71673,-0.16610305,-1
gearwost,1,57.71673,-0.16610305,-1
geatas,1,57.71673,-0.16610305,-1
geate,1,57.71673,-0.16610305,-1
geates,1,57.71673,-0.16610305,-1
geatisc,1,57.71673,-0.16610305,-1
geatmecga,1,57.71673,-0.16610305,-1
geatmæcgum,1,57.71673,-0.16610305,-1
geatwa,1,57.71673,-0.16610305,-1
geband,1,57.71673,-0.16610305,-1
gebannan,1,57.71673,-0.16610305,-1
gebarn,1,57.71673,-0.16610305,-1
gebeacnod,1,57.71673,-0.16610305,-1
gebead,1,57.71673,-0.16610305,-1
gebeag,1,57.71673,-0.16610305,-1
gebearg,1,57.71673,-0.16610305,-1
gebearh,1,57.71673,-0.16610305,-1
gebeaten,1,57.71673,-0.16610305,-1
gebeddan,1,57.71673,-0.16610305,-1
gebetan,1,57.71673,-0.16610305,-1
gebette,1,57.71673,-0.16610305,-1
gebettest,1,57.71673,-0.16610305,-1
gebide,1,57.71673,-0.16610305,-1
gebiden,1,57.71673,-0.16610305,-1
geblodegod,1,57.71673,-0.16610305,-1
gebogen,1,57.71673,-0.16610305,-1
gebolgne,1,57.71673,-0.16610305,-1
geboren,1,57.71673,-0.16610305,-1
gebringan,1,57.71673,-0.16610305,-1
gebrocen,1,57.71673,-0.16610305,-1
gebroden,1,57.71673,-0.16610305,-1
gebroðrum,1,57.71673,-0.16610305,-1
gebrægd,1,57.71673,-0.16610305,-1
gebulge,1,57.71673,-0.16610305,-1
gebun,1,57.71673,-0.16610305,-1
gebyrd,1,57.71673,-0.16610305,-1
gebæted,1,57.71673,-0.16610305,-1
geceapod,1,57.71673,-0.16610305,-1
geceos,1,57.71673,-0.16610305,-1
geceosenne,1,57.71673,-0.16610305,-1
gecnawan,1,57.71673,-0.16610305,-1
gecorone,1,57.71673,-0.16610305,-1
gecranc,1,57.71673,-0.16610305,-1
gecrang,1,57.71673,-0.16610305,-1
gecwæde,1,57.71673,-0.16610305,-1
gecwædon,1,57.71673,-0.16610305,-1
gecypan,1,57.71673,-0.16610305,-1
gecyste,1,57.71673,-0.16610305,-1
gecyðan,1,57.71673,-0.16610305,-1
gecyðanne,1,57.71673,-0.16610305,-1
gedal,1,57.71673,-0.16610305,-1
gedeaf,1,57.71673,-0.16610305,-1
gedeð,1,57.71673,-0.16610305,-1
gedigan,1,57.71673,-0.16610305,-1
gedigest,1,57.71673,-0.16610305,-1
gedigeð,1,57.71673,-0.16610305,-1
gedrefed,1,57.71673,-0.16610305,-1
gedreosan,1,57.71673,-0.16610305,-1
gedreoseð,1,57.71673,-0.16610305,-1
gedrogen,1,57.71673,-0.16610305,-1
gedræg,1,57.71673,-0.16610305,-1
gedælde,1,57.71673,-0.16610305,-1
geeawed,1,57.71673,-0.16610305,-1
geendod,1,57.71673,-0.16610305,-1
geeode,1,57.71673,-0.16610305,-1
gefandod,1,57.71673,-0.16610305,-1
gefaran,1,57.71673,-0.16610305,-1
gefealleð,1,57.71673,-0.16610305,-1
gefegon,1,57.71673,-0.16610305,-1
gefeoht,1,57.71673,-0.16610305,-1
gefeohtan,1,57.71673,-0.16610305,-1
gefeohte,1,57.71673,-0.16610305,-1
gefeormod,1,57.71673,-0.16610305,-1
geferdon,1,57.71673,-0.16610305,-1
gefere,1,57.71673,-0.16610305,-1
geferede,1,57.71673,-0.16610305,-1
geferedon,1,57.71673,-0.16610305,-1
gefetian,1,57.71673,-0.16610305,-1
geflit,1,57.71673,-0.16610305,-1
gefondad,1,57.71673,-0.16610305,-1
gefricge,1,57.71673,-0.16610305,-1
gefricgean,1,57.71673,-0.16610305,-1
gefricgeað,1,57.71673,-0.16610305,-1
gefrungon,1,57.71673,-0.16610305,-1
gefrætwade,1,57.71673,-0.16610305,-1
gefrætwod,1,57.71673,-0.16610305,-1
gefyldan,1,57.71673,-0.16610305,-1
gefyllan,1,57.71673,-0.16610305,-1
gefyrðred,1,57.71673,-0.16610305,-1
gefægnod,1,57.71673,-0.16610305,-1
gefægon,1,57.71673,-0.16610305,-1
gefægra,1,57.71673,-0.16610305,-1
gegangan,1,57.71673,-0.16610305,-1
gegangenne,1,57.71673,-0.16610305,-1
gegangeð,1,57.71673,-0.16610305,-1
gegiredan,1,57.71673,-0.16610305,-1
gegncwida,1,57.71673,-0.16610305,-1
gegretan,1,57.71673,-0.16610305,-1
gegyred,1,57.71673,-0.16610305,-1
gehaten,1,57.71673,-0.16610305,-1
geheald,1,57.71673,-0.16610305,-1
gehealde,1,57.71673,-0.16610305,-1
gehealdeþ,1,57.71673,-0.16610305,-1
geheawe,1,57.71673,-0.16610305,-1
geheaðerod,1,57.71673,-0.16610305,-1
gehedde,1,57.71673,-0.16610305,-1
gehegan,1,57.71673,-0.16610305,-1
gehleod,1,57.71673,-0.16610305,-1
gehnægde,1,57.71673,-0.16610305,-1
gehogodest,1,57.71673,-0.16610305,-1
gehroden,1,57.71673,-0.16610305,-1
gehwelcne,1,57.71673,-0.16610305,-1
gehwylcre,1,57.71673,-0.16610305,-1
gehwær,1,57.71673,-0.16610305,-1
gehwære,1,57.71673,-0.16610305,-1
gehwæðer,1,57.71673,-0.16610305,-1
gehwæðrum,1,57.71673,-0.16610305,-1
gehwæþres,1,57.71673,-0.16610305,-1
gehygd,1,57.71673,-0.16610305,-1
gehyld,1,57.71673,-0.16610305,-1
gehyrað,1,57.71673,-0.16610305,-1
gehyrdon,1,57.71673,-0.16610305,-1
gehyre,1,57.71673,-0.16610305,-1
gehðo,1,57.71673,-0.16610305,-1
geiode,1,57.71673,-0.16610305,-1
gelac,1,57.71673,-0.16610305,-1
gelacum,1,57.71673,-0.16610305,-1
gelad,1,57.71673,-0.16610305,-1
gelafede,1,57.71673,-0.16610305,-1
gelang,1,57.71673,-0.16610305,-1
geldenne,1,57.71673,-0.16610305,-1
geleah,1,57.71673,-0.16610305,-1
gelenge,1,57.71673,-0.16610305,-1
gelice,1,57.71673,-0.16610305,-1
gelimpe,1,57.71673,-0.16610305,-1
gelimpeð,1,57.71673,-0.16610305,-1
gelocen,1,57.71673,-0.16610305,-1
gelome,1,57.71673,-0.16610305,-1
gelomp,1,57.71673,-0.16610305,-1
gelong,1,57.71673,-0.16610305,-1
gelumpe,1,57.71673,-0.16610305,-1
gelumpen,1,57.71673,-0.16610305,-1
gelyfan,1,57.71673,-0.16610305,-1
gelæded,1,57.71673,-0.16610305,-1
gelæg,1,57.71673,-0.16610305,-1
gelærdon,1,57.71673,-0.16610305,-1
gelæstan,1,57.71673,-0.16610305,-1
gelæsted,1,57.71673,-0.16610305,-1
gelæsten,1,57.71673,-0.16610305,-1
gemedu,1,57.71673,-0.16610305,-1
gemete,1,57.71673,-0.16610305,-1
gemeting,1,57.71673,-0.16610305,-1
gemetton,1,57.71673,-0.16610305,-1
gemonge,1,57.71673,-0.16610305,-1
gemundon,1,57.71673,-0.16610305,-1
gemyndgad,1,57.71673,-0.16610305,-1
gemyne,1,57.71673,-0.16610305,-1
gemænden,1,57.71673,-0.16610305,-1
gemænra,1,57.71673,-0.16610305,-1
gende,1,57.71673,-0.16610305,-1
genearwod,1,57.71673,-0.16610305,-1
genehost,1,57.71673,-0.16610305,-1
genered,1,57.71673,-0.16610305,-1
genesen,1,57.71673,-0.16610305,-1
geneðdon,1,57.71673,-0.16610305,-1
geneþde,1,57.71673,-0.16610305,-1
gengde,1,57.71673,-0.16610305,-1
geniwad,1,57.71673,-0.16610305,-1
genom,1,57.71673,-0.16610305,-1
genumen,1,57.71673,-0.16610305,-1
genunga,1,57.71673,-0.16610305,-1
genydde,1,57.71673,-0.16610305,-1
genyded,1,57.71673,-0.16610305,-1
genyttod,1,57.71673,-0.16610305,-1
genægdan,1,57.71673,-0.16610305,-1
genægdon,1,57.71673,-0.16610305,-1
genæged,1,57.71673,-0.16610305,-1
geo,1,57.71673,-0.16610305,-1
geocor,1,57.71673,-0.16610305,-1
geofena,1,57.71673,-0.16610305,-1
geofenes,1,57.71673,-0.16610305,-1
geofon,1,57.71673,-0.16610305,-1
geofum,1,57.71673,-0.16610305,-1
geogoð,1,57.71673,-0.16610305,-1
geogoðfeore,1,57.71673,-0.16610305,-1
geoguðfeore,1,57.71673,-0.16610305,-1
geolorand,1,57.71673,-0.16610305,-1
geolwe,1,57.71673,-0.16610305,-1
geomore,1,57.71673,-0.16610305,-1
geomorlic,1,57.71673,-0.16610305,-1
geomrode,1,57.71673,-0.16610305,-1
geomuru,1,57.71673,-0.16610305,-1
geondbræded,1,57.71673,-0.16610305,-1
geondhwearf,1,57.71673,-0.16610305,-1
geondseh,1,57.71673,-0.16610305,-1
geonga,1,57.71673,-0.16610305,-1
geonge,1,57.71673,-0.16610305,-1
geongne,1,57.71673,-0.16610305,-1
georn,1,57.71673,-0.16610305,-1
geornor,1,57.71673,-0.16610305,-1
geosceaft,1,57.71673,-0.16610305,-1
geosceaftgasta,1,57.71673,-0.16610305,-1
geotena,1,57.71673,-0.16610305,-1
geotende,1,57.71673,-0.16610305,-1
gerad,1,57.71673,-0.16610305,-1
gerade,1,57.71673,-0.16610305,-1
geregnad,1,57.71673,-0.16610305,-1
gereorded,1,57.71673,-0.16610305,-1
gerimed,1,57.71673,-0.16610305,-1
gerumlicor,1,57.71673,-0.16610305,-1
gerymdon,1,57.71673,-0.16610305,-1
gerysne,1,57.71673,-0.16610305,-1
geræsde,1,57.71673,-0.16610305,-1
gesacan,1,57.71673,-0.16610305,-1
gesacu,1,57.71673,-0.16610305,-1
gesaga,1,57.71673,-0.16610305,-1
gescad,1,57.71673,-0.16610305,-1
gesceaft,1,57.71673,-0.16610305,-1
gesceapu,1,57.71673,-0.16610305,-1
gesceat,1,57.71673,-0.16610305,-1
gesced,1,57.71673,-0.16610305,-1
gesceod,1,57.71673,-0.16610305,-1
gesceop,1,57.71673,-0.16610305,-1
